chr	strand	coord	tottag	UPA_start	UPA_end	nPA	maxtag	ftr	gene_type	ftr_start	ftr_end	gene	gene_start	gene_end	gene_stop_codon	upstream_id	upstream_start	upstream_end	downstream_id	downstream_start	downstream_end	three_UTR_length	three_extend	toStop	tag
6739	chr6	-	52337034	1	52337034	52337034	1	1	intergenic	NA	52346730	52314832	character(0)	52346730	52346942	3074322	character(0)	52346730	52346942	70593	52308389	52314832	49262712	9696	NA	1
6740	chr6	-	52428913	1	52428913	52428913	1	1	intergenic	NA	52546228	52357824	58875	52546228	52640389	52546904	58875	52546228	52640389	character(0)	52357544	52357824	117991	117315	NA	1
6741	chr6	-	52462122	1	52462122	52462122	1	1	intergenic	NA	52546228	52357824	58875	52546228	52640389	52546904	58875	52546228	52640389	character(0)	52357544	52357824	84782	84106	NA	1
6742	chr6	-	52546232	1	52546232	52546232	1	1	3UTR	NA	52546228	52546903	58875	52546228	52640389	52546904	NA	NA	NA	NA	NA	NA	672	NA	672	1
6743	chr6	-	52769913	1	52769913	52769913	1	1	3UTR	NA	52768797	52770203	231986	52768797	52778309	52768797	NA	NA	NA	NA	NA	NA	1116	NA	1116	1
6744	chr6	-	52770071	2	52770071	52770073	2	1	3UTR	NA	52768797	52770203	231986	52768797	52778309	52768797	NA	NA	NA	NA	NA	NA	1274	NA	1274	2
6745	chr6	-	53815468	1	53815468	53815468	1	1	3UTR	NA	53815468	53817805	66873	53815468	53820830	53817806	NA	NA	NA	NA	NA	NA	2338	NA	2338	1
6746	chr6	-	54985479	1	54985479	54985479	1	1	3UTR	NA	54982580	54985857	110175	54982580	54992950	54985858	NA	NA	NA	NA	NA	NA	379	NA	379	1
6747	chr6	-	54985647	17	54985647	54985659	17	1	3UTR	NA	54982580	54985857	110175	54982580	54992950	54985858	NA	NA	NA	NA	NA	NA	211	NA	211	17
6748	chr6	-	58905233	1	58905233	58905233	1	1	3UTR	NA	58905233	58906496	58243	58905233	58907076	58906497	NA	NA	NA	NA	NA	NA	1264	NA	1264	1
6669	chr6	-	6041218	2	6041218	6041218	2	1	3UTR	NA	6041218	6042145	50799	6041218	6217118	6042146	NA	NA	NA	NA	NA	NA	928	NA	928	2
6670	chr6	-	6558288	1	6558288	6558288	1	1	3UTR	NA	6557294	6558448	20422	6557294	6578658	6558449	NA	NA	NA	NA	NA	NA	161	NA	161	1
6749	chr6	-	65865490	1	65865490	65865490	1	1	intergenic	NA	65981866	65864276	character(0)	65981866	65983441	3074322	character(0)	65981866	65983441	character(0)	65864171	65864276	62791168	116376	NA	1
6750	chr6	-	65866387	2	65866387	65866387	2	1	intergenic	NA	65981866	65864276	character(0)	65981866	65983441	3074322	character(0)	65981866	65983441	character(0)	65864171	65864276	62792065	115479	NA	2
6751	chr6	-	65866812	1	65866812	65866812	1	1	intergenic	NA	65981866	65864276	character(0)	65981866	65983441	3074322	character(0)	65981866	65983441	character(0)	65864171	65864276	62792490	115054	NA	1
6752	chr6	-	67881996	1	67881996	67881996	1	1	intergenic	NA	67883346	67804510	character(0)	67883346	67883610	3074322	character(0)	67883346	67883610	character(0)	67804375	67804510	64807674	1350	NA	1
6753	chr6	-	70000282	3	70000282	70000282	3	1	intergenic	NA	70010949	69992977	character(0)	70010949	70011673	3074322	character(0)	70010949	70011673	character(0)	69992465	69992977	66925960	10667	NA	3
6754	chr6	-	70765726	2	70765726	70765731	2	1	3UTR	NA	70765720	70766553	19895	70765720	70792232	70766554	NA	NA	NA	NA	NA	NA	828	NA	828	2
6755	chr6	-	71213827	1	71213827	71213827	1	1	3UTR	NA	NA	NA	12180	NA	NA	NA	12180	71213940	71262281	232078	71128166	71144439	1924	113	1924	1
6756	chr6	-	71392351	2	71392351	71392362	2	1	3UTR	NA	71388634	71393124	68477	71388634	71440637	71393125	NA	NA	NA	NA	NA	NA	774	NA	774	2
6757	chr6	-	71589041	2	71589041	71589041	2	1	3UTR	NA	71588972	71589634	104263	71588972	71632905	71589635	NA	NA	NA	NA	NA	NA	594	NA	594	2
6758	chr6	-	72137630	1	72137630	72137630	1	1	intergenic	NA	72206177	72123197	71093	72206177	72235577	72223885	71093	72206177	72235577	71265	72120213	72123197	86255	68547	NA	1
6759	chr6	-	72137743	8	72137743	72137747	8	1	intergenic	NA	72206177	72123197	71093	72206177	72235577	72223885	71093	72206177	72235577	71265	72120213	72123197	86142	68434	NA	8
6760	chr6	-	72138132	1	72138132	72138132	1	1	intergenic	NA	72206177	72123197	71093	72206177	72235577	72223885	71093	72206177	72235577	71265	72120213	72123197	85753	68045	NA	1
6761	chr6	-	72317154	1	72317154	72317154	1	1	intergenic	NA	72318678	72235577	28035	72318678	72345184	72319192	28035	72318678	72345184	71093	72206177	72235577	2038	1524	NA	1
6762	chr6	-	72318765	8	72318765	72318773	8	1	3UTR	NA	72318678	72319191	28035	72318678	72345184	72319192	NA	NA	NA	NA	NA	NA	427	NA	427	8
6763	chr6	-	72359714	8	72359714	72359714	8	1	3UTR	NA	72359714	72360582	66510	72359714	72362393	72360583	NA	NA	NA	NA	NA	NA	869	NA	869	8
6764	chr6	-	72385211	6	72385211	72385232	6	1	3UTR	NA	NA	NA	22320	NA	NA	NA	22320	72385223	72390703	53620	72369034	72380468	299	12	299	6
6765	chr6	-	72388262	1	72388262	72388262	1	1	CDS	NA	72388262	72388420	22320	72385223	72390703	72385510	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
6766	chr6	-	72432796	3	72432796	72432796	3	1	3UTR	NA	NA	NA	232087	NA	NA	NA	232087	72432799	72439558	22320	72385223	72390703	2181	3	2181	3
6767	chr6	-	72609454	1	72609454	72609454	1	1	3UTR	NA	72608432	72612104	22134	72608432	72617000	72612105	NA	NA	NA	NA	NA	NA	2651	NA	2651	1
6768	chr6	-	72610468	1	72610468	72610468	1	1	3UTR	NA	72608432	72612104	22134	72608432	72617000	72612105	NA	NA	NA	NA	NA	NA	1637	NA	1637	1
6769	chr6	-	72841114	1	72841114	72841114	1	1	3UTR	NA	72841114	72842868	74287	72841114	72899979	72842869	NA	NA	NA	NA	NA	NA	1755	NA	1755	1
6770	chr6	-	72841789	1	72841789	72841789	1	1	3UTR	NA	72841114	72842868	74287	72841114	72899979	72842869	NA	NA	NA	NA	NA	NA	1080	NA	1080	1
6771	chr6	-	72842509	17	72842509	72842516	17	1	3UTR	NA	72841114	72842868	74287	72841114	72899979	72842869	NA	NA	NA	NA	NA	NA	360	NA	360	17
6772	chr6	-	73072949	1	73072949	73072949	1	1	intron	NA	73070652	73073374	330355	73017606	73221631	73017742	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
6773	chr6	-	73862439	22	73862439	73862448	22	1	intergenic	NA	73885664	73608673	character(0)	73885664	73885849	3074322	character(0)	73885664	73885849	102634075	73586109	73608673	70788117	23225	NA	22
6774	chr6	-	73862875	1	73862875	73862875	1	1	intergenic	NA	73885664	73608673	character(0)	73885664	73885849	3074322	character(0)	73885664	73885849	102634075	73586109	73608673	70788553	22789	NA	1
6775	chr6	-	73863933	1	73863933	73863933	1	1	intergenic	NA	73885664	73608673	character(0)	73885664	73885849	3074322	character(0)	73885664	73885849	102634075	73586109	73608673	70789611	21731	NA	1
6776	chr6	-	76881637	1	76881637	76881637	1	1	3UTR	NA	76881637	76882549	12386	76881637	77979699	76882550	NA	NA	NA	NA	NA	NA	913	NA	913	1
6671	chr6	-	8119978	1	8119978	8119978	1	1	intron	NA	8106664	8127283	213945	7997808	8192617	7998482	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
6777	chr6	-	81767159	1	81767159	81767159	1	1	intergenic	NA	81840674	81715232	character(0)	81840674	81841364	3074322	character(0)	81840674	81841364	character(0)	81675946	81715232	78692837	73515	NA	1
6672	chr6	-	8255936	1	8255936	8255936	1	1	3UTR	NA	8255936	8256164	68240	8255936	8259173	8256165	NA	NA	NA	NA	NA	NA	229	NA	229	1
6778	chr6	-	82646705	4	82646705	82646715	4	1	3UTR	NA	82646701	82648022	66979	82618992	82705365	82618992	NA	NA	NA	NA	NA	NA	27713	NA	27713	4
6779	chr6	-	82647281	8	82647281	82647288	8	1	3UTR	NA	82646701	82648022	66979	82618992	82705365	82618992	NA	NA	NA	NA	NA	NA	28289	NA	28289	8
6780	chr6	-	83121794	1	83121794	83121794	1	1	3UTR	NA	83121765	83121827	70020	83121765	83125431	83121828	NA	NA	NA	NA	NA	NA	34	NA	34	1
6781	chr6	-	83305696	8	83305696	83305712	8	1	3UTR	NA	83305691	83306645	17768	83305691	83317606	83306646	NA	NA	NA	NA	NA	NA	950	NA	950	8
6782	chr6	-	83305983	5	83305983	83305983	5	1	3UTR	NA	83305691	83306645	17768	83305691	83317606	83306646	NA	NA	NA	NA	NA	NA	663	NA	663	5
6783	chr6	-	83362373	24	83362373	83362381	24	1	3UTR	NA	83362373	83368041	194388	83362373	83441675	83368042	NA	NA	NA	NA	NA	NA	5669	NA	5669	24
6784	chr6	-	83362420	3	83362420	83362432	3	1	3UTR	NA	83362373	83368041	194388	83362373	83441675	83368042	NA	NA	NA	NA	NA	NA	5622	NA	5622	3
6785	chr6	-	83362733	1	83362733	83362733	1	1	3UTR	NA	83362373	83368041	194388	83362373	83441675	83368042	NA	NA	NA	NA	NA	NA	5309	NA	5309	1
6786	chr6	-	83365052	1	83365052	83365052	1	1	3UTR	NA	83362373	83368041	194388	83362373	83441675	83368042	NA	NA	NA	NA	NA	NA	2990	NA	2990	1
6787	chr6	-	83366153	1	83366153	83366153	1	1	3UTR	NA	83362373	83368041	194388	83362373	83441675	83368042	NA	NA	NA	NA	NA	NA	1889	NA	1889	1
6788	chr6	-	83480217	1	83480217	83480217	1	1	3UTR	NA	83480217	83480409	27369	83480217	83506969	83480410	NA	NA	NA	NA	NA	NA	193	NA	193	1
6789	chr6	-	83506359	1	83506359	83506359	1	1	intron	NA	83496799	83506747	27369	83480217	83506969	83480410	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
6790	chr6	-	83543218	2	83543218	83543221	2	1	3UTR	NA	83543217	83543979	70527	83543211	83572427	83543211	NA	NA	NA	NA	NA	NA	7	NA	7	2
6791	chr6	-	83806062	9	83806062	83806070	9	1	3UTR	NA	83805401	83808835	232164	83805401	83831741	83808836	NA	NA	NA	NA	NA	NA	2774	NA	2774	9
6792	chr6	-	85336142	1	85336142	85336142	1	1	3UTR	NA	85334962	85337022	52055	85334962	85374564	85337023	NA	NA	NA	NA	NA	NA	881	NA	881	1
6793	chr6	-	85867367	5	85867367	85867372	5	1	3UTR	NA	85865422	85867661	93673	85865422	85869158	85867662	NA	NA	NA	NA	NA	NA	295	NA	295	5
6794	chr6	-	85868168	2	85868168	85868186	2	1	CDS	NA	85867662	85868378	93673	85865422	85869158	85867662	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
6673	chr6	-	8630527	7	8630527	8630531	7	1	3UTR	NA	8630527	8630797	15893	8630527	8758399	8653523	NA	NA	NA	NA	NA	NA	22996	NA	22996	7
6795	chr6	-	86387086	2	86387086	86387087	2	1	3UTR	NA	86386006	86388712	66881	86386006	86397154	86388713	NA	NA	NA	NA	NA	NA	1627	NA	1627	2
6674	chr6	-	8643973	2	8643973	8643973	2	1	3UTR	NA	8643973	8644242	15893	8630527	8758399	8653523	NA	NA	NA	NA	NA	NA	9550	NA	9550	2
6796	chr6	-	86524494	14	86524494	86524494	14	1	3UTR	NA	86524492	86524844	23983	86524492	86526321	86524845	NA	NA	NA	NA	NA	NA	351	NA	351	14
6797	chr6	-	86524537	1	86524537	86524537	1	1	3UTR	NA	86524492	86524844	23983	86524492	86526321	86524845	NA	NA	NA	NA	NA	NA	308	NA	308	1
6798	chr6	-	86647044	4	86647044	86647044	4	1	3UTR	NA	86647042	86650870	17119	86647042	86669161	86650871	NA	NA	NA	NA	NA	NA	3827	NA	3827	4
6799	chr6	-	86648981	3	86648981	86648981	3	1	3UTR	NA	86647042	86650870	17119	86647042	86669161	86650871	NA	NA	NA	NA	NA	NA	1890	NA	1890	3
6800	chr6	-	86675215	4	86675215	86675222	4	1	3UTR	NA	86675151	86675525	66618	86675151	86684522	86675526	NA	NA	NA	NA	NA	NA	311	NA	311	4
6801	chr6	-	86848413	1	86848413	86848413	1	1	exon	NA	86848399	86849440	67170	86848399	86849440	86848399	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
6802	chr6	-	87629740	4	87629740	87629744	4	1	3UTR	NA	87628424	87629993	72103	87628424	87672147	87629994	NA	NA	NA	NA	NA	NA	254	NA	254	4
6803	chr6	-	87843161	15	87843161	87843175	15	1	3UTR	NA	87842615	87844038	12785	87842615	87851106	87844039	NA	NA	NA	NA	NA	NA	878	NA	878	15
6804	chr6	-	87936088	1	87936088	87936088	1	1	intergenic	NA	87948464	87914459	character(0)	87948464	87948877	3074322	character(0)	87948464	87948877	character(0)	87908843	87914459	84861766	12376	NA	1
6805	chr6	-	87980421	2	87980421	87980421	2	1	3UTR	NA	87980421	87980789	243529	87980421	87981637	87980790	NA	NA	NA	NA	NA	NA	369	NA	369	2
6806	chr6	-	87999298	1	87999298	87999298	1	1	3UTR	NA	87999106	88000434	19349	87999106	88045270	88000435	NA	NA	NA	NA	NA	NA	1137	NA	1137	1
6807	chr6	-	87999484	2	87999484	87999487	2	1	3UTR	NA	87999106	88000434	19349	87999106	88045270	88000435	NA	NA	NA	NA	NA	NA	951	NA	951	2
6808	chr6	-	88257870	3	88257870	88257870	3	1	3UTR	NA	88257334	88258200	65967	88257334	88446539	88258201	NA	NA	NA	NA	NA	NA	331	NA	331	3
6809	chr6	-	88297573	2	88297573	88297573	2	1	intron	NA	88281706	88297576	65967	88257334	88446539	88258201	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
6810	chr6	-	88503603	4	88503603	88503606	4	1	3UTR	NA	88503579	88505106	53421	88503579	88518905	88505107	NA	NA	NA	NA	NA	NA	1504	NA	1504	4
6811	chr6	-	88835918	1	88835918	88835918	1	1	3UTR	NA	88835914	88836245	80283	88835914	88841900	88836246	NA	NA	NA	NA	NA	NA	328	NA	328	1
6812	chr6	-	88883474	10	88883474	88883476	10	1	3UTR	NA	88883474	88883999	17216	88883474	88898780	88884000	NA	NA	NA	NA	NA	NA	526	NA	526	10
6813	chr6	-	89211162	14	89211162	89211167	14	1	3UTR	NA	NA	NA	330379	NA	NA	NA	330379	89211165	89216237	character(0)	89184672	89186025	3	3	3	14
6814	chr6	-	89316313	4	89316313	89316313	4	1	3UTR	NA	NA	NA	18844	NA	NA	NA	18844	89316314	89362620	75131	89269511	89285725	3063	1	3063	4
6815	chr6	-	89563985	1	89563985	89563985	1	1	intron	NA	89419819	89567586	66098	89383146	89595652	89383343	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
6816	chr6	-	89574368	3	89574368	89574377	3	1	CDS	NA	89574368	89574590	66098	89383146	89595652	89383343	NA	NA	NA	NA	NA	NA	NA	NA	NA	3
6817	chr6	-	90659584	1	90659584	90659584	1	1	3UTR	NA	90656088	90660980	232227	90656088	90716529	90660981	NA	NA	NA	NA	NA	NA	1397	NA	1397	1
6818	chr6	-	91489305	1	91489305	91489305	1	1	3UTR	NA	91489305	91490056	22591	91489305	91515888	91490057	NA	NA	NA	NA	NA	NA	752	NA	752	1
6819	chr6	-	92174835	4	92174835	92174835	4	1	3UTR	NA	92169525	92175021	64658	92169525	92184033	92175022	NA	NA	NA	NA	NA	NA	187	NA	187	4
6820	chr6	-	92564476	1	92564476	92564476	1	1	intron	NA	92458659	92567303	243548	92370908	92567366	92375946	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
6821	chr6	-	92565412	1	92565412	92565412	1	1	intron	NA	92458659	92567303	243548	92370908	92567366	92375946	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
6822	chr6	-	93678039	1	93678039	93678039	1	1	3UTR	NA	93675455	93678945	14924	93675455	94283322	93678946	NA	NA	NA	NA	NA	NA	907	NA	907	1
6823	chr6	-	94417328	1	94417328	94417328	1	1	intergenic	NA	94484180	94324034	character(0)	94484180	94484398	3074322	character(0)	94484180	94484398	character(0)	94323271	94324034	91343006	66852	NA	1
6824	chr6	-	95277012	1	95277012	95277012	1	1	intron	NA	95255806	95280532	414067	95255726	95333991	95255726	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
6825	chr6	-	95474146	1	95474146	95474146	1	1	3UTR	NA	95473009	95475048	20917	95473009	95718800	95475049	NA	NA	NA	NA	NA	NA	903	NA	903	1
6826	chr6	-	96703820	1	96703820	96703820	1	1	intergenic	NA	96831203	96560864	320701	96831203	97060413	96832561	320701	96831203	97060413	character(0)	96560761	96560864	128741	127383	NA	1
6827	chr6	-	97184011	4	97184011	97184021	4	1	3UTR	NA	97183670	97184779	22200	97183670	97205560	97184780	NA	NA	NA	NA	NA	NA	769	NA	769	4
6828	chr6	-	97806615	1	97806615	97806615	1	1	intergenic	NA	97890288	97617541	character(0)	97890288	97890539	3074322	character(0)	97890288	97890539	232288	97286867	97617541	94732293	83673	NA	1
6829	chr6	-	97807128	1	97807128	97807128	1	1	intergenic	NA	97890288	97617541	character(0)	97890288	97890539	3074322	character(0)	97890288	97890539	232288	97286867	97617541	94732806	83160	NA	1
6830	chr6	-	99625118	4	99625118	99625124	4	1	intron	NA	99435346	99632256	66892	99257484	99666797	99632386	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
6584	chr6	+	100868529	6	100868519	100868529	6	1	3UTR	NA	100866577	100869934	232314	100833622	100869934	100866576	NA	NA	NA	NA	NA	NA	1953	NA	1953	6
6585	chr6	+	101028373	1	101028373	101028373	1	1	exon	NA	101028022	101028638	character(0)	3073253	3074322	3074322	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
6586	chr6	+	101028638	2	101028638	101028638	2	1	exon	NA	101028022	101028638	character(0)	3073253	3074322	3074322	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
6587	chr6	+	103733038	1	103733038	103733038	1	1	3UTR	NA	103729336	103733038	12661	103510586	103750211	103749677	NA	NA	NA	NA	NA	NA	16639	NA	16639	1
6588	chr6	+	106777685	1	106777685	106777685	1	1	intron	NA	106776246	106777917	70047	106769120	106777681	106776493	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
6589	chr6	+	106779889	1	106779889	106779889	1	1	intron	NA	106779468	106781646	70047	106769120	106777681	106776493	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
6590	chr6	+	106782061	1	106782061	106782061	1	1	3UTR	NA	106781647	106782474	70047	106769120	106777681	106776493	NA	NA	NA	NA	NA	NA	5568	NA	5568	1
6591	chr6	+	106782472	3	106782467	106782472	3	1	3UTR	NA	106781647	106782474	70047	106769120	106777681	106776493	NA	NA	NA	NA	NA	NA	5979	NA	5979	3
6592	chr6	+	108551114	1	108551114	108551114	1	1	3UTR	NA	NA	NA	16438	NA	NA	NA	16438	108213202	108551109	character(0)	108656917	108659417	1275	5	1275	1
6593	chr6	+	108665970	2	108665969	108665970	2	1	3UTR	NA	108665333	108666925	20893	108660629	108666925	108665332	NA	NA	NA	NA	NA	NA	638	NA	638	2
6594	chr6	+	108823557	2	108823557	108823557	2	1	3UTR	NA	108821553	108825278	67166	108783099	108825278	108821552	NA	NA	NA	NA	NA	NA	2005	NA	2005	2
6595	chr6	+	108859348	2	108859348	108859349	2	1	3UTR	NA	108855467	108859356	192193	108828641	108859356	108851335	NA	NA	NA	NA	NA	NA	8013	NA	8013	2
6596	chr6	+	112606945	1	112606945	112606945	1	1	3UTR	NA	NA	NA	character(0)	NA	NA	NA	character(0)	112605544	112606779	character(0)	112947037	112949330	109532623	166	109532623	1
6597	chr6	+	113068273	3	113068273	113068273	3	1	3UTR	NA	113067827	113068273	14911	113046225	113068273	113067826	NA	NA	NA	NA	NA	NA	447	NA	447	3
6598	chr6	+	113272441	4	113272432	113272441	4	1	intron	NA	113270702	113277789	97287	113237843	113281392	113280786	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
6599	chr6	+	113281202	11	113281195	113281208	11	1	3UTR	NA	113280787	113281392	97287	113237843	113281392	113280786	NA	NA	NA	NA	NA	NA	416	NA	416	11
6600	chr6	+	113305568	2	113305568	113305572	2	1	3UTR	NA	113304622	113305569	211232	113282307	113305569	113304621	NA	NA	NA	NA	NA	NA	947	NA	947	2
6601	chr6	+	113389614	1	113389614	113389614	1	1	3UTR	NA	113388777	113390448	68089	113378115	113390448	113388776	NA	NA	NA	NA	NA	NA	838	NA	838	1
6602	chr6	+	113389653	2	113389650	113389653	2	1	3UTR	NA	113388777	113390448	68089	113378115	113390448	113388776	NA	NA	NA	NA	NA	NA	877	NA	877	2
6603	chr6	+	113448229	3	113448222	113448229	3	1	3UTR	NA	113447721	113448229	67767	113442569	113448229	113447720	NA	NA	NA	NA	NA	NA	509	NA	509	3
6604	chr6	+	113597014	2	113597012	113597014	2	1	3UTR	NA	113595960	113597017	211651	113531682	113597017	113595959	NA	NA	NA	NA	NA	NA	1055	NA	1055	2
6605	chr6	+	113616695	2	113616695	113616695	2	1	3UTR	NA	113616092	113616951	101314	113604772	113616951	113616091	NA	NA	NA	NA	NA	NA	604	NA	604	2
6606	chr6	+	113616951	2	113616951	113616951	2	1	3UTR	NA	113616092	113616951	101314	113604772	113616951	113616091	NA	NA	NA	NA	NA	NA	860	NA	860	2
6607	chr6	+	113739423	1	113739423	113739423	1	1	intergenic	NA	113726151	113937739	character(0)	113725223	113726151	3074322	character(0)	113725223	113726151	character(0)	113937739	113940206	110665101	13272	NA	1
6608	chr6	+	115473311	1	115473311	115473311	1	1	CDS	NA	115472861	115473311	19016	115360951	115490399	115490195	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
6609	chr6	+	115618044	1	115618044	115618044	1	1	3UTR	NA	115617732	115622624	67027	115601902	115622624	115617731	NA	NA	NA	NA	NA	NA	313	NA	313	1
6610	chr6	+	115618692	1	115618692	115618692	1	1	3UTR	NA	115617732	115622624	67027	115601902	115622624	115617731	NA	NA	NA	NA	NA	NA	961	NA	961	1
6611	chr6	+	115926695	2	115926695	115926695	2	1	3UTR	NA	115926326	115926699	81896	115853470	115926699	115926325	NA	NA	NA	NA	NA	NA	370	NA	370	2
6612	chr6	+	115947886	1	115947886	115947886	1	1	3UTR	NA	115947635	115947894	171506	115944938	115950231	115950078	NA	NA	NA	NA	NA	NA	2192	NA	2192	1
6613	chr6	+	115948913	2	115948913	115948913	2	1	3UTR	NA	115948604	115948913	171506	115944938	115950231	115950078	NA	NA	NA	NA	NA	NA	1165	NA	1165	2
6614	chr6	+	115950234	79	115950229	115950239	79	1	3UTR	NA	115949901	115950236	171506	115944938	115950231	115950078	NA	NA	NA	NA	NA	NA	156	NA	156	79
6615	chr6	+	116262669	1	116262669	116262669	1	1	3UTR	NA	116262475	116262686	28006	116208038	116262686	116262474	NA	NA	NA	NA	NA	NA	195	NA	195	1
6616	chr6	+	116409535	1	116409535	116409535	1	1	3UTR	NA	116406327	116409540	71779	116338024	116409540	116406326	NA	NA	NA	NA	NA	NA	3209	NA	3209	1
6617	chr6	+	116552522	1	116552522	116552522	1	1	3UTR	NA	NA	NA	character(0)	NA	NA	NA	character(0)	116551141	116552502	character(0)	116554235	116560611	113478200	20	113478200	1
6618	chr6	+	116552578	21	116552565	116552578	21	1	3UTR	NA	NA	NA	character(0)	NA	NA	NA	character(0)	116551141	116552502	character(0)	116554235	116560611	113478256	76	113478256	21
6619	chr6	+	117925622	13	117925616	117925622	13	1	3UTR	NA	117925005	117925622	character(0)	3073253	3074322	3074322	NA	NA	NA	NA	NA	NA	114851300	NA	114851300	13
6620	chr6	+	119482634	1	119482634	119482634	1	1	3UTR	NA	NA	NA	101358	NA	NA	NA	101358	119479668	119482630	character(0)	119570941	119578057	1572	4	1572	1
6621	chr6	+	120200531	1	120200531	120200531	1	1	3UTR	NA	NA	NA	29862	NA	NA	NA	29862	120093350	120200339	214899	120364124	120419473	1722	192	1722	1
6622	chr6	+	120767794	6	120767794	120767806	6	1	3UTR	NA	120766418	120771190	330409	120666369	120724920	120724920	NA	NA	NA	NA	NA	NA	42874	NA	42874	6
6623	chr6	+	120769693	1	120769693	120769693	1	1	3UTR	NA	120766418	120771190	330409	120666369	120724920	120724920	NA	NA	NA	NA	NA	NA	44773	NA	44773	1
6624	chr6	+	120771190	2	120771190	120771191	2	1	3UTR	NA	120766418	120771190	330409	120666369	120724920	120724920	NA	NA	NA	NA	NA	NA	46270	NA	46270	2
6625	chr6	+	120892842	1	120892842	120892842	1	1	3UTR	NA	120887392	120892842	94044	120836212	120865609	120865609	NA	NA	NA	NA	NA	NA	27233	NA	27233	1
6626	chr6	+	120968083	2	120968083	120968083	2	1	intron	NA	120958974	120991961	215458	120958844	120997498	120997498	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
6627	chr6	+	120975798	5	120975795	120975803	5	1	intron	NA	120958974	120991961	215458	120958844	120997498	120997498	NA	NA	NA	NA	NA	NA	NA	NA	NA	5
6628	chr6	+	122630268	1	122630268	122630268	1	1	3UTR	NA	122630006	122630272	73708	122626410	122630272	122630005	NA	NA	NA	NA	NA	NA	263	NA	263	1
6629	chr6	+	123206657	4	123206650	123206657	4	1	intergenic	NA	123204671	123229843	381809	123172893	123204671	123204284	381809	123172893	123204671	56620	123229843	123247021	2373	1986	NA	4
6630	chr6	+	124830653	1	124830653	124830653	1	1	intron	NA	124830651	124831361	14793	124829547	124832664	124832664	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
6631	chr6	+	125130591	4	125130589	125130591	4	1	3UTR	NA	125130002	125130591	107932	125095981	125130585	125130001	NA	NA	NA	NA	NA	NA	590	NA	590	4
6632	chr6	+	125830000	8	125829997	125830000	8	1	intron	NA	125815600	125863422	243634	125690419	125957021	125957021	NA	NA	NA	NA	NA	NA	NA	NA	NA	8
6440	chr6	+	12637746	1	12637746	12637746	1	1	intron	NA	12629104	12658604	character(0)	3073253	3074322	3074322	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
6441	chr6	+	12661626	1	12661626	12661626	1	1	intergenic	NA	12658956	12742899	character(0)	12608996	12658956	3074322	character(0)	12608996	12658956	character(0)	12742899	12743018	9587304	2670	NA	1
6633	chr6	+	126975679	1	126975679	126975679	1	1	3UTR	NA	126975204	126975967	28040	126939962	126969667	126969667	NA	NA	NA	NA	NA	NA	6012	NA	6012	1
6634	chr6	+	128374844	1	128374844	128374844	1	1	3UTR	NA	128373967	128376146	14235	128362967	128368962	128368962	NA	NA	NA	NA	NA	NA	5882	NA	5882	1
6635	chr6	+	128375877	4	128375877	128375893	4	1	3UTR	NA	128373967	128376146	14235	128362967	128368962	128368962	NA	NA	NA	NA	NA	NA	6915	NA	6915	4
6636	chr6	+	134710483	3	134710483	134710483	3	1	3UTR	NA	134710272	134711187	67774	134639510	134710355	134710271	NA	NA	NA	NA	NA	NA	212	NA	212	3
6637	chr6	+	134711170	2	134711170	134711174	2	1	3UTR	NA	134710272	134711187	67774	134639510	134710355	134710271	NA	NA	NA	NA	NA	NA	899	NA	899	2
6638	chr6	+	134925515	1	134925515	134925515	1	1	3UTR	NA	NA	NA	12576	NA	NA	NA	12576	134920401	134925513	381822	134929092	134956798	3441	2	3441	1
6639	chr6	+	135023768	3	135023768	135023772	3	1	3UTR	NA	135023411	135023776	67755	135011612	135023776	135023410	NA	NA	NA	NA	NA	NA	358	NA	358	3
6640	chr6	+	136607068	1	136607068	136607068	1	1	3UTR	NA	136606894	136610862	54343	136506167	136566758	136566758	NA	NA	NA	NA	NA	NA	40310	NA	40310	1
6641	chr6	+	136610845	1	136610845	136610845	1	1	3UTR	NA	136606894	136610862	54343	136506167	136566758	136566758	NA	NA	NA	NA	NA	NA	44087	NA	44087	1
