chr	strand	coord	read_num	sample	ftr	gene_type	ftr_start	ftr_end	gene	gene_start	gene_end	gene_stop_codon	upstream_id	upstream_start	upstream_end	downstream_id	downstream_start	downstream_end	three_UTR_length	three_extend	toStop	tag
PA37711	chr7	-	113315644	SRR8798075.16436	GV1	3UTR	NA	113315626	113316428	68815	113315626	113347285	113316429	NA	NA	NA	NA	NA	NA	785	NA	785	1
PA37717	chr7	-	113315647	SRR8798075.31824	GV1	3UTR	NA	113315626	113316428	68815	113315626	113347285	113316429	NA	NA	NA	NA	NA	NA	782	NA	782	1
PA37720	chr7	-	114046782	SRR8798075.1537	GV1	3UTR	NA	114046782	114048163	66922	114046782	114117781	114048164	NA	NA	NA	NA	NA	NA	1382	NA	1382	1
PA37724	chr7	-	114046784	SRR8798075.27640	GV1	3UTR	NA	114046782	114048163	66922	114046782	114117781	114048164	NA	NA	NA	NA	NA	NA	1380	NA	1380	1
PA37728	chr7	-	114046786	SRR8798075.14722	GV1	3UTR	NA	114046782	114048163	66922	114046782	114117781	114048164	NA	NA	NA	NA	NA	NA	1378	NA	1378	1
PA37730	chr7	-	114047570	SRR8798075.18631	GV1	3UTR	NA	114046782	114048163	66922	114046782	114117781	114048164	NA	NA	NA	NA	NA	NA	594	NA	594	1
PA37731	chr7	-	114215561	SRR8798075.9984	GV1	3UTR	NA	114215559	114215877	70349	114215559	114254711	114215878	NA	NA	NA	NA	NA	NA	317	NA	317	1
PA37736	chr7	-	114215563	SRR8798075.54226	GV1	3UTR	NA	114215559	114215877	70349	114215559	114254711	114215878	NA	NA	NA	NA	NA	NA	315	NA	315	1
PA37738	chr7	-	114264608	SRR8798075.9854	GV1	3UTR	NA	114264606	114264899	26440	114264606	114276118	114264900	NA	NA	NA	NA	NA	NA	292	NA	292	1
PA37742	chr7	-	114264610	SRR8798075.58169	GV1	3UTR	NA	114264606	114264899	26440	114264606	114276118	114264900	NA	NA	NA	NA	NA	NA	290	NA	290	1
PA37743	chr7	-	114264612	SRR8798075.61452	GV1	3UTR	NA	114264606	114264899	26440	114264606	114276118	114264900	NA	NA	NA	NA	NA	NA	288	NA	288	1
PA37759	chr7	-	116082651	SRR8798075.1216	GV1	intron	NA	116082087	116086626	69350	116081759	116093159	116081759	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA37764	chr7	-	116082859	SRR8798075.1012	GV1	intron	NA	116082087	116086626	69350	116081759	116093159	116081759	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA37777	chr7	-	116082864	SRR8798075.25649	GV1	intron	NA	116082087	116086626	69350	116081759	116093159	116081759	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA37779	chr7	-	116123493	SRR8798075.42001	GV1	3UTR	NA	116123485	116124797	233765	116123485	116237812	116124798	NA	NA	NA	NA	NA	NA	1305	NA	1305	1
PA37780	chr7	-	116123821	SRR8798075.4444	GV1	3UTR	NA	116123485	116124797	233765	116123485	116237812	116124798	NA	NA	NA	NA	NA	NA	977	NA	977	1
PA37790	chr7	-	117828125	SRR8798075.59030	GV1	intergenic	NA	118104372	116952695	267019	118104372	118116188	118109100	267019	118104372	118116188	character(0)	116952589	116952695	280975	276247	NA	1
PA37792	chr7	-	118118897	SRR8798075.13835	GV1	3UTR	NA	118118891	118120291	54208	118118891	118129662	118120292	NA	NA	NA	NA	NA	NA	1395	NA	1395	1
PA37793	chr7	-	118118899	SRR8798075.36502	GV1	3UTR	NA	118118891	118120291	54208	118118891	118129662	118120292	NA	NA	NA	NA	NA	NA	1393	NA	1393	1
PA37794	chr7	-	118118900	SRR8798075.10094	GV1	3UTR	NA	118118891	118120291	54208	118118891	118129662	118120292	NA	NA	NA	NA	NA	NA	1392	NA	1392	1
PA37800	chr7	-	118118901	SRR8798075.21491	GV1	3UTR	NA	118118891	118120291	54208	118118891	118129662	118120292	NA	NA	NA	NA	NA	NA	1391	NA	1391	1
PA37802	chr7	-	118118902	SRR8798075.52991	GV1	3UTR	NA	118118891	118120291	54208	118118891	118129662	118120292	NA	NA	NA	NA	NA	NA	1390	NA	1390	1
PA37803	chr7	-	118118903	SRR8798075.1692	GV1	3UTR	NA	118118891	118120291	54208	118118891	118129662	118120292	NA	NA	NA	NA	NA	NA	1389	NA	1389	1
PA37814	chr7	-	118118904	SRR8798075.8324	GV1	3UTR	NA	118118891	118120291	54208	118118891	118129662	118120292	NA	NA	NA	NA	NA	NA	1388	NA	1388	1
PA37819	chr7	-	118118973	SRR8798075.38002	GV1	3UTR	NA	118118891	118120291	54208	118118891	118129662	118120292	NA	NA	NA	NA	NA	NA	1319	NA	1319	1
PA36675	chr7	-	11845002	SRR8798075.60239	GV1	3UTR	NA	NA	NA	character(0)	NA	NA	NA	character(0)	11845253	11845720	character(0)	11773668	11773986	8770680	251	8770680	1
PA36676	chr7	-	11845020	SRR8798075.33955	GV1	3UTR	NA	NA	NA	character(0)	NA	NA	NA	character(0)	11845253	11845720	character(0)	11773668	11773986	8770698	233	8770698	1
PA37821	chr7	-	118688545	SRR8798075.38627	GV1	3UTR	NA	118688545	118689002	56209	118688545	118705778	118689003	NA	NA	NA	NA	NA	NA	458	NA	458	1
PA37826	chr7	-	118865497	SRR8798075.53446	GV1	intergenic	NA	118967668	118856254	character(0)	118967668	118969686	3074322	character(0)	118967668	118969686	66356	118842222	118856254	115791175	102171	NA	1
PA36678	chr7	-	11931663	SRR8798075.44918	GV1	intron	NA	11931234	11933284	character(0)	3073253	3074322	3074322	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA37827	chr7	-	119715094	SRR8798075.12669	GV1	3UTR	NA	119715093	119716671	233802	119715093	119720798	119716672	NA	NA	NA	NA	NA	NA	1578	NA	1578	1
PA37831	chr7	-	119784582	SRR8798075.63380	GV1	3UTR	NA	119783827	119786544	71151	119768679	119793967	119768851	NA	NA	NA	NA	NA	NA	15731	NA	15731	1
PA37833	chr7	-	120186386	SRR8798075.36940	GV1	3UTR	NA	120186380	120186633	12971	120186380	120202111	120186634	NA	NA	NA	NA	NA	NA	248	NA	248	1
PA37834	chr7	-	120186389	SRR8798075.49771	GV1	3UTR	NA	120186380	120186633	12971	120186380	120202111	120186634	NA	NA	NA	NA	NA	NA	245	NA	245	1
PA37835	chr7	-	120186392	SRR8798075.33096	GV1	3UTR	NA	120186380	120186633	12971	120186380	120202111	120186634	NA	NA	NA	NA	NA	NA	242	NA	242	1
PA37845	chr7	-	121222866	SRR8798075.31706	GV1	3UTR	NA	NA	NA	character(0)	NA	NA	NA	character(0)	121223253	121223994	80719	121064067	121074572	118148544	387	118148544	1
PA37846	chr7	-	121587386	SRR8798075.7073	GV1	intron	NA	121492735	121589210	75793	121468844	121589834	121468844	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA37847	chr7	-	121587390	SRR8798075.63042	GV1	intron	NA	121492735	121589210	75793	121468844	121589834	121468844	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA37848	chr7	-	121642021	SRR8798075.51782	GV1	3UTR	NA	121642021	121648183	76179	121642021	121707253	121648184	NA	NA	NA	NA	NA	NA	6163	NA	6163	1
PA37849	chr7	-	121922836	SRR8798075.13672	GV1	intron	NA	121881116	121925423	233824	121880033	121981711	121881096	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA37850	chr7	-	122038656	SRR8798075.3466	GV1	exon	NA	122037213	122039158	67417	122037213	122067011	122037213	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA37851	chr7	-	122107267	SRR8798075.44722	GV1	3UTR	NA	122107262	122107517	233826	122107262	122132844	122107518	NA	NA	NA	NA	NA	NA	251	NA	251	1
PA37857	chr7	-	122213846	SRR8798075.49367	GV1	intergenic	NA	122249302	122186207	character(0)	122249302	122250025	3074322	character(0)	122249302	122250025	26918	122169893	122186207	119139524	35456	NA	1
PA37858	chr7	-	125467644	SRR8798075.26535	GV1	3UTR	NA	125467640	125467763	67711	125467640	125491596	125467764	NA	NA	NA	NA	NA	NA	120	NA	120	1
PA37859	chr7	-	125640954	SRR8798075.18506	GV1	3UTR	NA	125640954	125641505	233863	125640954	125707677	125641506	NA	NA	NA	NA	NA	NA	552	NA	552	1
PA37863	chr7	-	125640956	SRR8798075.10243	GV1	3UTR	NA	125640954	125641505	233863	125640954	125707677	125641506	NA	NA	NA	NA	NA	NA	550	NA	550	1
PA37865	chr7	-	126382856	SRR8798075.55610	GV1	3UTR	NA	126382854	126384980	18020	126382854	126396737	126384981	NA	NA	NA	NA	NA	NA	2125	NA	2125	1
PA37884	chr7	-	126492812	SRR8798075.17663	GV1	CDS	NA	126492812	126493001	233871	126491708	126503437	126492166	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA37895	chr7	-	126795234	SRR8798075.4063	GV1	3UTR	NA	126795234	126795418	11674	126795234	126799254	126795419	NA	NA	NA	NA	NA	NA	185	NA	185	1
PA37899	chr7	-	126795236	SRR8798075.12672	GV1	3UTR	NA	126795234	126795418	11674	126795234	126799254	126795419	NA	NA	NA	NA	NA	NA	183	NA	183	1
PA37905	chr7	-	126795237	SRR8798075.36044	GV1	3UTR	NA	126795234	126795418	11674	126795234	126799254	126795419	NA	NA	NA	NA	NA	NA	182	NA	182	1
PA37906	chr7	-	126851582	SRR8798075.63092	GV1	3UTR	NA	126851580	126852769	233875	126850960	126861271	126851155	NA	NA	NA	NA	NA	NA	427	NA	427	1
PA37907	chr7	-	126851584	SRR8798075.13752	GV1	3UTR	NA	126851580	126852769	233875	126850960	126861271	126851155	NA	NA	NA	NA	NA	NA	429	NA	429	1
PA37908	chr7	-	126851687	SRR8798075.43691	GV1	3UTR	NA	126851580	126852769	233875	126850960	126861271	126851155	NA	NA	NA	NA	NA	NA	532	NA	532	1
PA37909	chr7	-	126852141	SRR8798075.50903	GV1	3UTR	NA	126851580	126852769	233875	126850960	126861271	126851155	NA	NA	NA	NA	NA	NA	986	NA	986	1
PA37910	chr7	-	126852433	SRR8798075.17952	GV1	3UTR	NA	126851580	126852769	233875	126850960	126861271	126851155	NA	NA	NA	NA	NA	NA	1278	NA	1278	1
PA37912	chr7	-	126852434	SRR8798075.25801	GV1	3UTR	NA	126851580	126852769	233875	126850960	126861271	126851155	NA	NA	NA	NA	NA	NA	1279	NA	1279	1
PA37914	chr7	-	126852435	SRR8798075.63295	GV1	3UTR	NA	126851580	126852769	233875	126850960	126861271	126851155	NA	NA	NA	NA	NA	NA	1280	NA	1280	1
PA37915	chr7	-	126869501	SRR8798075.17824	GV1	intron	NA	126868908	126871401	381921	126865678	126871641	126866397	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA37916	chr7	-	126869503	SRR8798075.32205	GV1	3UTR	NA	126869503	126869931	381921	126865678	126871641	126866397	NA	NA	NA	NA	NA	NA	3106	NA	3106	1
PA37917	chr7	-	126891602	SRR8798075.56374	GV1	intron	NA	126886316	126891602	68742	126886171	126891756	126886223	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA37919	chr7	-	126989545	SRR8798075.4416	GV1	intron	NA	126988943	126989545	78388	126986860	127014621	126986983	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA37922	chr7	-	126989549	SRR8798075.43068	GV1	CDS	NA	126989546	126989932	78388	126986860	127014621	126986983	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA37923	chr7	-	127027930	SRR8798075.61576	GV1	CDS	NA	127027793	127027990	110033	127027729	127028957	127027793	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA37924	chr7	-	127028068	SRR8798075.30353	GV1	intron	NA	127027991	127028069	110033	127027729	127028957	127027793	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA37927	chr7	-	127032882	SRR8798075.13949	GV1	CDS	NA	127032882	127033035	110033	127027729	127028957	127027793	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA37932	chr7	-	127193684	SRR8798075.8263	GV1	3UTR	NA	127191660	127193819	70233	127191660	127196000	127193820	NA	NA	NA	NA	NA	NA	136	NA	136	1
PA37933	chr7	-	127197797	SRR8798075.21517	GV1	3UTR	NA	127197459	127198570	68449	127197459	127208468	127198571	NA	NA	NA	NA	NA	NA	774	NA	774	1
PA37936	chr7	-	127197798	SRR8798075.47341	GV1	3UTR	NA	127197459	127198570	68449	127197459	127208468	127198571	NA	NA	NA	NA	NA	NA	773	NA	773	1
PA37937	chr7	-	127197804	SRR8798075.20665	GV1	3UTR	NA	127197459	127198570	68449	127197459	127208468	127198571	NA	NA	NA	NA	NA	NA	767	NA	767	1
PA37938	chr7	-	127197948	SRR8798075.25826	GV1	3UTR	NA	127197459	127198570	68449	127197459	127208468	127198571	NA	NA	NA	NA	NA	NA	623	NA	623	1
PA37942	chr7	-	127271877	SRR8798075.46696	GV1	3UTR	NA	NA	NA	20768	NA	NA	NA	20768	127271879	127274055	66422	127256959	127260709	684	2	684	1
PA37943	chr7	-	127271879	SRR8798075.2672	GV1	3UTR	NA	127271879	127272560	20768	127271879	127274055	127272561	NA	NA	NA	NA	NA	NA	682	NA	682	1
PA37951	chr7	-	127271886	SRR8798075.17893	GV1	3UTR	NA	127271879	127272560	20768	127271879	127274055	127272561	NA	NA	NA	NA	NA	NA	675	NA	675	1
PA36680	chr7	-	12773722	SRR8798075.47820	GV1	intron	NA	12773591	12774112	232875	12768090	12771116	12768090	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA37953	chr7	-	127893063	SRR8798075.2688	GV1	3UTR	NA	127893063	127893288	27973	127893063	127895617	127893289	NA	NA	NA	NA	NA	NA	226	NA	226	1
PA37966	chr7	-	127893070	SRR8798075.7595	GV1	3UTR	NA	127893063	127893288	27973	127893063	127895617	127893289	NA	NA	NA	NA	NA	NA	219	NA	219	1
PA37967	chr7	-	127893072	SRR8798075.26203	GV1	3UTR	NA	127893063	127893288	27973	127893063	127895617	127893289	NA	NA	NA	NA	NA	NA	217	NA	217	1
PA37972	chr7	-	128039140	SRR8798075.2597	GV1	intergenic	NA	128041251	128017220	character(0)	128041251	128042390	3074322	character(0)	128041251	128042390	character(0)	128016442	128017220	124964818	2111	NA	1
PA37984	chr7	-	128039143	SRR8798075.12617	GV1	intergenic	NA	128041251	128017220	character(0)	128041251	128042390	3074322	character(0)	128041251	128042390	character(0)	128016442	128017220	124964821	2108	NA	1
PA37988	chr7	-	128039148	SRR8798075.43886	GV1	intergenic	NA	128041251	128017220	character(0)	128041251	128042390	3074322	character(0)	128041251	128042390	character(0)	128016442	128017220	124964826	2103	NA	1
PA37992	chr7	-	128271379	SRR8798075.39296	GV1	3UTR	NA	128271379	128272517	233913	128271379	128274848	128271379	NA	NA	NA	NA	NA	NA	0	NA	0	1
PA37993	chr7	-	128271386	SRR8798075.14569	GV1	3UTR	NA	128271379	128272517	233913	128271379	128274848	128271379	NA	NA	NA	NA	NA	NA	7	NA	7	1
PA37994	chr7	-	128326523	SRR8798075.19619	GV1	intergenic	NA	128373621	128298170	67865	128373621	128418173	128373896	67865	128373621	128418173	233913	128271379	128298170	47373	47098	NA	1
PA36681	chr7	-	13005666	SRR8798075.57165	GV1	3UTR	NA	13003898	13006123	232879	13003898	13009800	13006124	NA	NA	NA	NA	NA	NA	458	NA	458	1
PA38001	chr7	-	130162454	SRR8798075.34138	GV1	3UTR	NA	130162451	130163958	14183	130162451	130266263	130163959	NA	NA	NA	NA	NA	NA	1505	NA	1505	1
PA36684	chr7	-	13035238	SRR8798075.32140	GV1	3UTR	NA	13035120	13035613	22192	13035120	13038275	13035614	NA	NA	NA	NA	NA	NA	376	NA	376	1
PA38004	chr7	-	130546992	SRR8798075.18834	GV1	CDS	NA	130546992	130547274	67872	130532526	130547381	130533592	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA38006	chr7	-	131342710	SRR8798075.37467	GV1	3UTR	NA	131338220	131343569	68277	131338220	131362759	131343570	NA	NA	NA	NA	NA	NA	860	NA	860	1
PA38010	chr7	-	132114464	SRR8798075.28871	GV1	intron	NA	130172940	133081756	14183	130162451	130266263	130163959	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA38011	chr7	-	132114467	SRR8798075.15325	GV1	intron	NA	130172940	133081756	14183	130162451	130266263	130163959	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA38012	chr7	-	132114468	SRR8798075.33156	GV1	intron	NA	130172940	133081756	14183	130162451	130266263	130163959	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA38013	chr7	-	132114469	SRR8798075.25515	GV1	intron	NA	130172940	133081756	14183	130162451	130266263	130163959	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA38014	chr7	-	132743599	SRR8798075.7415	GV1	intron	NA	130172940	133081756	14183	130162451	130266263	130163959	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA38018	chr7	-	132743602	SRR8798075.9047	GV1	intron	NA	130172940	133081756	14183	130162451	130266263	130163959	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA38019	chr7	-	132743604	SRR8798075.49726	GV1	intron	NA	130172940	133081756	14183	130162451	130266263	130163959	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA38021	chr7	-	132987005	SRR8798075.1743	GV1	intron	NA	130172940	133081756	14183	130162451	130266263	130163959	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA38047	chr7	-	132987909	SRR8798075.52723	GV1	3UTR	NA	132987563	132988351	13017	132987563	133015490	133014240	NA	NA	NA	NA	NA	NA	26331	NA	26331	1
PA38049	chr7	-	133720933	SRR8798075.40487	GV1	3UTR	NA	NA	NA	101437	NA	NA	NA	101437	133720942	133776803	22276	133701895	133710072	295	9	295	1
PA38050	chr7	-	133720942	SRR8798075.40790	GV1	3UTR	NA	133720942	133721227	101437	133720942	133776803	133721228	NA	NA	NA	NA	NA	NA	286	NA	286	1
PA38054	chr7	-	134265780	SRR8798075.17505	GV1	3UTR	NA	134265779	134266612	71007	134265779	134376828	134266613	NA	NA	NA	NA	NA	NA	833	NA	833	1
PA38056	chr7	-	134348710	SRR8798075.32087	GV1	intron	NA	134298401	134348711	71007	134265779	134376828	134266613	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA38057	chr7	-	134948636	SRR8798075.7696	GV1	intergenic	NA	135131514	134938430	character(0)	135131514	135131646	3074322	character(0)	135131514	135131646	627214	134884055	134938430	131874314	182878	NA	1
PA38058	chr7	-	134948643	SRR8798075.38039	GV1	intergenic	NA	135131514	134938430	character(0)	135131514	135131646	3074322	character(0)	135131514	135131646	627214	134884055	134938430	131874321	182871	NA	1
PA38059	chr7	-	135689782	SRR8798075.55639	GV1	3UTR	NA	NA	NA	17345	NA	NA	NA	17345	135689784	135716361	67765	135648457	135652314	307	2	307	1
PA38060	chr7	-	135693079	SRR8798075.1665	GV1	intron	NA	135690134	135693079	17345	135689784	135716361	135690089	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA38063	chr7	-	137375569	SRR8798075.3991	GV1	3UTR	NA	NA	NA	77252	NA	NA	NA	77252	137375574	137410762	character(0)	137335741	137336429	5	5	5	1
PA38064	chr7	-	137375573	SRR8798075.3210	GV1	3UTR	NA	NA	NA	77252	NA	NA	NA	77252	137375574	137410762	character(0)	137335741	137336429	1	1	1	1
PA38065	chr7	-	138208975	SRR8798075.27514	GV1	3UTR	NA	138208974	138209690	70571	138208974	138397728	138209691	NA	NA	NA	NA	NA	NA	716	NA	716	1
PA38078	chr7	-	138890964	SRR8798075.35931	GV1	3UTR	NA	138890836	138891914	12176	138890836	138909506	138891915	NA	NA	NA	NA	NA	NA	951	NA	951	1
PA38079	chr7	-	138890967	SRR8798075.1114	GV1	3UTR	NA	138890836	138891914	12176	138890836	138909506	138891915	NA	NA	NA	NA	NA	NA	948	NA	948	1
PA38080	chr7	-	139103640	SRR8798075.2396	GV1	3UTR	NA	139103638	139104222	57740	139103638	139188517	139104223	NA	NA	NA	NA	NA	NA	583	NA	583	1
PA38102	chr7	-	141015696	SRR8798075.54097	GV1	3UTR	NA	NA	NA	213002	NA	NA	NA	213002	141015699	141017924	66141	141009586	141010770	308	3	308	1
PA38103	chr7	-	141015700	SRR8798075.39352	GV1	3UTR	NA	141015699	141016003	213002	141015699	141017924	141016004	NA	NA	NA	NA	NA	NA	304	NA	304	1
PA38104	chr7	-	141015701	SRR8798075.19000	GV1	3UTR	NA	141015699	141016003	213002	141015699	141017924	141016004	NA	NA	NA	NA	NA	NA	303	NA	303	1
PA38112	chr7	-	141190926	SRR8798075.21383	GV1	3UTR	NA	141189105	141191194	15461	141189105	141193960	141191348	NA	NA	NA	NA	NA	NA	422	NA	422	1
PA38115	chr7	-	141297182	SRR8798075.24335	GV1	3UTR	NA	141297180	141297511	54006	141297180	141327672	141297512	NA	NA	NA	NA	NA	NA	330	NA	330	1
PA38117	chr7	-	141327279	SRR8798075.18050	GV1	CDS	NA	141327279	141327570	54006	141297180	141327672	141297512	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA38118	chr7	-	141408183	SRR8798075.35434	GV1	3UTR	NA	141407794	141408957	213350	141407794	141414136	141408958	NA	NA	NA	NA	NA	NA	775	NA	775	1
PA38119	chr7	-	141429749	SRR8798075.12968	GV1	3UTR	NA	141429744	141431104	68267	141429744	141437892	141431105	NA	NA	NA	NA	NA	NA	1356	NA	1356	1
PA38121	chr7	-	141495338	SRR8798075.34517	GV1	3UTR	NA	141493136	141496047	68038	141493136	141539816	141496048	NA	NA	NA	NA	NA	NA	710	NA	710	1
PA38122	chr7	-	141881583	SRR8798075.25535	GV1	3UTR	NA	141881583	141884366	54473	141874813	141902415	141875143	NA	NA	NA	NA	NA	NA	6440	NA	6440	1
PA38123	chr7	-	142008552	SRR8798075.7572	GV1	3UTR	NA	142008535	142009267	101513	142008535	142061049	142009268	NA	NA	NA	NA	NA	NA	716	NA	716	1
PA38125	chr7	-	142072054	SRR8798075.1042	GV1	intergenic	NA	142078331	142061065	character(0)	142078331	142078437	3074322	character(0)	142078331	142078437	101513	142008550	142061065	138997732	6277	NA	1
PA38135	chr7	-	142072057	SRR8798075.30182	GV1	intergenic	NA	142078331	142061065	character(0)	142078331	142078437	3074322	character(0)	142078331	142078437	101513	142008550	142061065	138997735	6274	NA	1
PA38136	chr7	-	142072062	SRR8798075.26558	GV1	intergenic	NA	142078331	142061065	character(0)	142078331	142078437	3074322	character(0)	142078331	142078437	101513	142008550	142061065	138997740	6269	NA	1
PA38140	chr7	-	142375916	SRR8798075.9967	GV1	3UTR	NA	142375911	142376570	13033	142371096	142380864	142371096	NA	NA	NA	NA	NA	NA	4820	NA	4820	1
PA38141	chr7	-	142892772	SRR8798075.62225	GV1	3UTR	NA	142892752	142893030	21823	142892752	142900014	142893031	NA	NA	NA	NA	NA	NA	259	NA	259	1
PA38142	chr7	-	142930593	SRR8798075.17424	GV1	intron	NA	142897103	142930593	21823	142892752	142900014	142893031	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA38143	chr7	-	142930594	SRR8798075.23220	GV1	CDS	NA	142930594	142930623	21823	142892752	142900014	142893031	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA38144	chr7	-	142930609	SRR8798075.6581	GV1	CDS	NA	142930594	142930623	21823	142892752	142900014	142893031	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA38147	chr7	-	142930614	SRR8798075.52698	GV1	CDS	NA	142930594	142930623	21823	142892752	142900014	142893031	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA38148	chr7	-	143502057	SRR8798075.13049	GV1	CDS	NA	143502057	143502490	22113	143501545	143502541	143501816	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA38165	chr7	-	143557705	SRR8798075.23795	GV1	3UTR	NA	143557230	143557871	27267	143557230	143600090	143557872	NA	NA	NA	NA	NA	NA	167	NA	167	1
PA38169	chr7	-	143795838	SRR8798075.25523	GV1	3UTR	NA	143795584	143795948	78914	143795584	143822841	143795949	NA	NA	NA	NA	NA	NA	111	NA	111	1
PA38170	chr7	-	144476758	SRR8798075.106	GV1	3UTR	NA	144476758	144477989	233977	144476758	144553729	144479039	NA	NA	NA	NA	NA	NA	2281	NA	2281	1
PA38182	chr7	-	144476764	SRR8798075.7334	GV1	3UTR	NA	144476758	144477989	233977	144476758	144553729	144479039	NA	NA	NA	NA	NA	NA	2275	NA	2275	1
PA38183	chr7	-	144476766	SRR8798075.34957	GV1	3UTR	NA	144476758	144477989	233977	144476758	144553729	144479039	NA	NA	NA	NA	NA	NA	2273	NA	2273	1
PA38184	chr7	-	144476768	SRR8798075.51775	GV1	3UTR	NA	144476758	144477989	233977	144476758	144553729	144479039	NA	NA	NA	NA	NA	NA	2271	NA	2271	1
PA38186	chr7	-	144477092	SRR8798075.19204	GV1	3UTR	NA	144476758	144477989	233977	144476758	144553729	144479039	NA	NA	NA	NA	NA	NA	1947	NA	1947	1
PA38187	chr7	-	144579692	SRR8798075.23848	GV1	3UTR	NA	144577318	144580528	14082	144577318	144582463	144580529	NA	NA	NA	NA	NA	NA	837	NA	837	1
PA36706	chr7	-	15917216	SRR8798075.55675	GV1	3UTR	NA	15917208	15917539	20364	15917208	15922402	15919863	NA	NA	NA	NA	NA	NA	2647	NA	2647	1
PA36707	chr7	-	15917217	SRR8798075.47632	GV1	3UTR	NA	15917208	15917539	20364	15917208	15922402	15919863	NA	NA	NA	NA	NA	NA	2646	NA	2646	1
PA36709	chr7	-	15970680	SRR8798075.35273	GV1	3UTR	NA	15970672	15971777	243842	15970672	15988405	15970672	NA	NA	NA	NA	NA	NA	8	NA	8	1
PA36712	chr7	-	16275470	SRR8798075.35049	GV1	3UTR	NA	16275464	16275648	243846	16274042	16275771	16274042	NA	NA	NA	NA	NA	NA	1428	NA	1428	1
PA36714	chr7	-	16327050	SRR8798075.16969	GV1	3UTR	NA	16327050	16327836	56459	16320234	16387806	16320854	NA	NA	NA	NA	NA	NA	6196	NA	6196	1
PA36715	chr7	-	16915379	SRR8798075.35639	GV1	3UTR	NA	16915379	16916947	12315	16915379	16924114	16916948	NA	NA	NA	NA	NA	NA	1569	NA	1569	1
PA36718	chr7	-	18073928	SRR8798075.8362	GV1	3UTR	NA	NA	NA	character(0)	NA	NA	NA	character(0)	18074016	18186908	character(0)	18017252	18017352	14999606	88	14999606	1
PA36719	chr7	-	18374849	SRR8798075.50904	GV1	3UTR	NA	NA	NA	character(0)	NA	NA	NA	character(0)	18375547	18377523	26438	18345808	18355009	15300527	698	15300527	1
PA36720	chr7	-	18454059	SRR8798075.18375	GV1	3UTR	NA	NA	NA	character(0)	NA	NA	NA	character(0)	18454742	18456688	character(0)	18435656	18436653	15379737	683	15379737	1
PA36723	chr7	-	18454180	SRR8798075.642	GV1	3UTR	NA	NA	NA	character(0)	NA	NA	NA	character(0)	18454742	18456688	character(0)	18435656	18436653	15379858	562	15379858	1
PA36725	chr7	-	18890883	SRR8798075.4370	GV1	3UTR	NA	18890883	18891075	232933	18890883	18910415	18891076	NA	NA	NA	NA	NA	NA	193	NA	193	1
PA36728	chr7	-	19505795	SRR8798075.48294	GV1	3UTR	NA	19504486	19507013	232946	19504486	19508367	19507014	NA	NA	NA	NA	NA	NA	1219	NA	1219	1
PA36729	chr7	-	19530800	SRR8798075.10776	GV1	3UTR	NA	19530800	19531426	232947	19530800	19532982	19530800	NA	NA	NA	NA	NA	NA	0	NA	0	1
PA36731	chr7	-	19530804	SRR8798075.6418	GV1	3UTR	NA	19530800	19531426	232947	19530800	19532982	19530800	NA	NA	NA	NA	NA	NA	4	NA	4	1
PA36732	chr7	-	19564760	SRR8798075.50236	GV1	3UTR	NA	NA	NA	69731	NA	NA	NA	69731	19564946	19573823	232947	19530800	19563076	519	186	519	1
