read_num chr strand coord
SRR8798075.21443 chr7 + 35392282
SRR8798075.27114 chr7 + 35392287
SRR8798075.27911 chr7 + 35392280
SRR8798075.28423 chr7 + 35392287
SRR8798075.31040 chr7 + 35392287
SRR8798075.36617 chr7 + 35392279
SRR8798075.36763 chr7 + 35392287
SRR8798075.39117 chr7 + 35392287
SRR8798075.44310 chr7 + 35392287
SRR8798075.45332 chr7 + 35392287
SRR8798075.46474 chr7 + 35392287
SRR8798075.48747 chr7 + 35392287
SRR8798075.52115 chr7 + 35392287
SRR8798075.62574 chr7 + 35392287
SRR8798075.23694 chr7 + 35392287
SRR8798075.58005 chr7 + 35392282
SRR8798075.30420 chr7 + 35392287
SRR8798075.23966 chr7 + 35392287
SRR8798075.156 chr7 + 35392287
SRR8798075.41185 chr7 + 35392285
SRR8798075.35 chr7 + 35392282
SRR8798075.24046 chr7 + 35392287
SRR8798075.18075 chr7 + 35392287
SRR8798075.52020 chr7 + 35392287
SRR8798075.16033 chr7 + 35392287
SRR8798075.4078 chr7 + 35392282
SRR8798075.34634 chr7 + 35392287
SRR8798075.2165 chr7 + 35392282
SRR8798075.35961 chr7 + 35392287
SRR8798075.19678 chr7 + 35392282
SRR8798075.33661 chr7 + 35392287
SRR8798075.26826 chr7 + 35392287
SRR8798075.11491 chr7 + 35392287
SRR8798075.1741 chr7 + 35392193
SRR8798075.63639 chr7 + 35392287
SRR8798075.28095 chr7 + 35392279
SRR8798075.25912 chr7 + 35392287
SRR8798075.50500 chr7 + 35392287
SRR8798075.2669 chr7 + 35392279
SRR8798075.20747 chr7 + 35392282
SRR8798075.39256 chr7 + 35392287
SRR8798075.58744 chr7 + 35392287
SRR8798075.14786 chr7 + 35639223
SRR8798075.45613 chr7 + 35639225
SRR8798075.30530 chr7 + 35639226
SRR8798075.23989 chr7 + 35639221
SRR8798075.60611 chr7 + 35639226
SRR8798075.3565 chr7 + 35933350
SRR8798075.30507 chr7 + 35934832
SRR8798075.5371 chr7 + 35934832
SRR8798075.43628 chr7 + 36018489
SRR8798075.30399 chr7 + 36302789
SRR8798075.43875 chr7 + 36302789
SRR8798075.29375 chr7 + 36302784
SRR8798075.21342 chr7 + 36302789
SRR8798075.34750 chr7 + 36302789
SRR8798075.24050 chr7 + 36303518
SRR8798075.57700 chr7 + 36302793
SRR8798075.13513 chr7 + 36574102
SRR8798075.26929 chr7 + 39474266
SRR8798075.547 chr7 + 39474266
SRR8798075.32510 chr7 + 39589367
SRR8798075.27776 chr7 + 39589879
SRR8798075.48928 chr7 + 40253774
SRR8798075.34698 chr7 + 42196016
SRR8798075.8069 chr7 + 42952345
SRR8798075.28718 chr7 + 43191931
SRR8798075.52750 chr7 + 43192140
SRR8798075.8846 chr7 + 43452958
SRR8798075.2881 chr7 + 44471650
SRR8798075.54232 chr7 + 44471652
SRR8798075.12000 chr7 + 44830807
SRR8798075.17138 chr7 + 44830800
SRR8798075.35312 chr7 + 44830807
SRR8798075.48829 chr7 + 44830812
SRR8798075.5400 chr7 + 44830807
SRR8798075.7145 chr7 + 44830807
SRR8798075.19357 chr7 + 44830800
SRR8798075.11858 chr7 + 44830810
SRR8798075.15507 chr7 + 44830793
SRR8798075.11633 chr7 + 44830807
SRR8798075.49776 chr7 + 44830812
SRR8798075.39045 chr7 + 44830810
SRR8798075.27018 chr7 + 44830810
SRR8798075.57340 chr7 + 44831834
SRR8798075.36528 chr7 + 44830810
SRR8798075.2555 chr7 + 44855416
SRR8798075.7263 chr7 + 44855404
SRR8798075.16056 chr7 + 44855418
SRR8798075.25814 chr7 + 44855411
SRR8798075.47366 chr7 + 44855418
SRR8798075.58622 chr7 + 44855418
SRR8798075.63026 chr7 + 44855418
SRR8798075.3773 chr7 + 44855411
SRR8798075.55671 chr7 + 45001022
SRR8798075.10018 chr7 + 45077829
SRR8798075.57478 chr7 + 45078203
SRR8798075.36200 chr7 + 45078207
SRR8798075.20601 chr7 + 45077884
SRR8798075.40254 chr7 + 45233636
SRR8798075.32396 chr7 + 45288994
SRR8798075.52759 chr7 + 45325678
SRR8798075.25100 chr7 + 45325678
SRR8798075.36286 chr7 + 45325678
SRR8798075.43131 chr7 + 45325678
SRR8798075.62772 chr7 + 45325678
SRR8798075.45340 chr7 + 45325678
SRR8798075.38624 chr7 + 45325678
SRR8798075.31812 chr7 + 45325678
SRR8798075.24450 chr7 + 45325678
SRR8798075.10192 chr7 + 45325678
SRR8798075.14247 chr7 + 45421847
SRR8798075.44983 chr7 + 45421855
SRR8798075.976 chr7 + 45421848
SRR8798075.51990 chr7 + 45421855
SRR8798075.32132 chr7 + 45456619
SRR8798075.11526 chr7 + 45519843
SRR8798075.15137 chr7 + 45589702
SRR8798075.47617 chr7 + 45589708
SRR8798075.54069 chr7 + 45589708
SRR8798075.18754 chr7 + 45589710
SRR8798075.20887 chr7 + 45883726
SRR8798075.40344 chr7 + 45883732
SRR8798075.51794 chr7 + 45883726
SRR8798075.31473 chr7 + 45883726
SRR8798075.60370 chr7 + 45917410
SRR8798075.9163 chr7 + 45948963
SRR8798075.46365 chr7 + 46084208
SRR8798075.5722 chr7 + 46823800
SRR8798075.52303 chr7 + 46823805
SRR8798075.3286 chr7 + 46877992
SRR8798075.57255 chr7 + 46877998
SRR8798075.22459 chr7 + 48827435
SRR8798075.33595 chr7 + 48827440
SRR8798075.32484 chr7 + 48911367
SRR8798075.40812 chr7 + 48911367
SRR8798075.4195 chr7 + 48953485
SRR8798075.12329 chr7 + 48964890
SRR8798075.23363 chr7 + 48964896
SRR8798075.26474 chr7 + 49607147
SRR8798075.55928 chr7 + 49607146
SRR8798075.55386 chr7 + 49608937
SRR8798075.5221 chr7 + 49610090
SRR8798075.27833 chr7 + 49610088
SRR8798075.22809 chr7 + 49610054
SRR8798075.10104 chr7 + 49773996
SRR8798075.3501 chr7 + 49858257
SRR8798075.57327 chr7 + 49858254
SRR8798075.6186 chr7 + 50977435
SRR8798075.29460 chr7 + 54025221
SRR8798075.16635 chr7 + 54025221
SRR8798075.4204 chr7 + 54025221
SRR8798075.26185 chr7 + 54025221
SRR8798075.785 chr7 + 54025221
SRR8798075.8951 chr7 + 54025221
SRR8798075.16668 chr7 + 54025221
SRR8798075.32032 chr7 + 55831441
SRR8798075.57557 chr7 + 55831446
SRR8798075.30427 chr7 + 55831447
SRR8798075.56291 chr7 + 55930698
SRR8798075.33550 chr7 + 56073667
SRR8798075.63582 chr7 + 56231795
SRR8798075.50617 chr7 + 56536516
SRR8798075.63083 chr7 + 58829024
SRR8798075.63248 chr7 + 59305521
SRR8798075.26908 chr7 + 59306733
SRR8798075.52535 chr7 + 59306664
SRR8798075.16162 chr7 + 60133666
SRR8798075.17173 chr7 + 60156294
SRR8798075.61492 chr7 + 64338160
SRR8798075.55057 chr7 + 64400508
SRR8798075.36772 chr7 + 65481223
SRR8798075.41298 chr7 + 65481223
SRR8798075.61324 chr7 + 65481223
SRR8798075.13371 chr7 + 65481223
SRR8798075.21235 chr7 + 65481223
SRR8798075.50320 chr7 + 65481213
SRR8798075.62353 chr7 + 65481223
SRR8798075.23774 chr7 + 65481223
SRR8798075.54255 chr7 + 65481220
SRR8798075.42472 chr7 + 65481223
SRR8798075.21187 chr7 + 65481220
SRR8798075.19531 chr7 + 65481223
SRR8798075.3780 chr7 + 65701902
SRR8798075.6683 chr7 + 65701908
SRR8798075.6769 chr7 + 65701902
SRR8798075.17043 chr7 + 65701908
SRR8798075.23913 chr7 + 65701895
SRR8798075.36188 chr7 + 65701902
SRR8798075.59733 chr7 + 65701908
SRR8798075.60229 chr7 + 65701911
SRR8798075.5067 chr7 + 66050341
SRR8798075.9811 chr7 + 66074580
SRR8798075.15956 chr7 + 66074580
SRR8798075.21824 chr7 + 66173789
SRR8798075.26956 chr7 + 66173789
SRR8798075.4807 chr7 + 66173781
SRR8798075.40660 chr7 + 66173789
SRR8798075.4388 chr7 + 66173776
SRR8798075.52753 chr7 + 66173789
SRR8798075.14730 chr7 + 66173789
SRR8798075.50151 chr7 + 66173789
SRR8798075.50797 chr7 + 66173780
SRR8798075.16574 chr7 + 66173789
SRR8798075.33105 chr7 + 66173780
SRR8798075.13348 chr7 + 66173796
SRR8798075.53240 chr7 + 66173776
SRR8798075.24882 chr7 + 66173796
SRR8798075.18548 chr7 + 66173789
SRR8798075.17894 chr7 + 66173788
SRR8798075.59002 chr7 + 66173796
SRR8798075.51178 chr7 + 66173772
SRR8798075.51345 chr7 + 66173787
SRR8798075.58151 chr7 + 66173776
SRR8798075.2468 chr7 + 66173789
SRR8798075.2238 chr7 + 66173780
SRR8798075.8796 chr7 + 66173776
SRR8798075.3667 chr7 + 66173789
SRR8798075.23211 chr7 + 66173776
SRR8798075.55961 chr7 + 66173789
SRR8798075.19163 chr7 + 67228463
SRR8798075.50577 chr7 + 67228463
SRR8798075.21853 chr7 + 67228463
SRR8798075.43498 chr7 + 67228459
SRR8798075.21978 chr7 + 67228463
SRR8798075.39883 chr7 + 67228463
SRR8798075.42922 chr7 + 67228457
SRR8798075.21384 chr7 + 67726577
SRR8798075.33791 chr7 + 67726575
SRR8798075.23094 chr7 + 68226602
SRR8798075.18874 chr7 + 70905384
SRR8798075.44691 chr7 + 72631805
SRR8798075.44870 chr7 + 72674882
SRR8798075.17694 chr7 + 74312392
SRR8798075.57999 chr7 + 74357971
SRR8798075.8705 chr7 + 75480998
SRR8798075.39887 chr7 + 75754609
SRR8798075.25338 chr7 + 75754609
SRR8798075.34756 chr7 + 75867503
SRR8798075.17672 chr7 + 75874131
SRR8798075.22635 chr7 + 78792989
SRR8798075.37699 chr7 + 78792989
SRR8798075.40870 chr7 + 78792975
SRR8798075.27368 chr7 + 79330067
SRR8798075.29687 chr7 + 79360404
SRR8798075.24390 chr7 + 79675727
SRR8798075.380 chr7 + 79698148
SRR8798075.3792 chr7 + 79698148
SRR8798075.28023 chr7 + 79697509
SRR8798075.51428 chr7 + 79698143
SRR8798075.11828 chr7 + 79698148
SRR8798075.20866 chr7 + 79698148
SRR8798075.37052 chr7 + 79698148
SRR8798075.5056 chr7 + 79813430
SRR8798075.53341 chr7 + 79813439
SRR8798075.11908 chr7 + 79813439
SRR8798075.52982 chr7 + 79813439
SRR8798075.57675 chr7 + 79813429
SRR8798075.44059 chr7 + 79813431
SRR8798075.51982 chr7 + 79813410
SRR8798075.28565 chr7 + 80226470
SRR8798075.52261 chr7 + 80259693
SRR8798075.45516 chr7 + 80260817
SRR8798075.25443 chr7 + 80265375
SRR8798075.44668 chr7 + 80265375
SRR8798075.5480 chr7 + 80316256
SRR8798075.19307 chr7 + 80316259
SRR8798075.28111 chr7 + 80316259
SRR8798075.34554 chr7 + 80316250
SRR8798075.38055 chr7 + 80316254
SRR8798075.59045 chr7 + 80316259
SRR8798075.1878 chr7 + 80316254
SRR8798075.2004 chr7 + 80316254
SRR8798075.12409 chr7 + 80316254
SRR8798075.13203 chr7 + 80316254
SRR8798075.18534 chr7 + 80316257
SRR8798075.26874 chr7 + 80316254
SRR8798075.28538 chr7 + 80316254
SRR8798075.31166 chr7 + 80316251
SRR8798075.31414 chr7 + 80316254
SRR8798075.31443 chr7 + 80316250
SRR8798075.34000 chr7 + 80316259
SRR8798075.39936 chr7 + 80316254
SRR8798075.47384 chr7 + 80316254
SRR8798075.48147 chr7 + 80316254
SRR8798075.48860 chr7 + 80316254
SRR8798075.54660 chr7 + 80316259
SRR8798075.54739 chr7 + 80316186
SRR8798075.57770 chr7 + 80316254
SRR8798075.58173 chr7 + 80316254
SRR8798075.60312 chr7 + 80316254
SRR8798075.62881 chr7 + 80316254
SRR8798075.48881 chr7 + 80316254
SRR8798075.56121 chr7 + 80316259
SRR8798075.54795 chr7 + 80316254
SRR8798075.8628 chr7 + 80316254
SRR8798075.36337 chr7 + 80316254
SRR8798075.44467 chr7 + 80316250
SRR8798075.51368 chr7 + 80316250
SRR8798075.46131 chr7 + 80316244
SRR8798075.49314 chr7 + 80316259
SRR8798075.13130 chr7 + 80316259
SRR8798075.46665 chr7 + 80316250
SRR8798075.34897 chr7 + 80316254
SRR8798075.58932 chr7 + 80316259
SRR8798075.21283 chr7 + 80316249
SRR8798075.11970 chr7 + 81041945
SRR8798075.24146 chr7 + 81041958
SRR8798075.27991 chr7 + 81042719
SRR8798075.30213 chr7 + 81042719
SRR8798075.32668 chr7 + 81041945
SRR8798075.33912 chr7 + 81041945
SRR8798075.46915 chr7 + 81041946
SRR8798075.59475 chr7 + 81041946
SRR8798075.46512 chr7 + 81041983
SRR8798075.55564 chr7 + 81041947
SRR8798075.16540 chr7 + 81042707
SRR8798075.42780 chr7 + 81042719
SRR8798075.49657 chr7 + 81042719
SRR8798075.53760 chr7 + 81042707
SRR8798075.7624 chr7 + 81042719
SRR8798075.55836 chr7 + 81045161
SRR8798075.53788 chr7 + 81334537
SRR8798075.57269 chr7 + 81334527
SRR8798075.57120 chr7 + 81596481
SRR8798075.54862 chr7 + 81596415
SRR8798075.14285 chr7 + 81596481
SRR8798075.56160 chr7 + 82659026
SRR8798075.59316 chr7 + 82960621
SRR8798075.53771 chr7 + 83179372
SRR8798075.32210 chr7 + 83179432
SRR8798075.38472 chr7 + 83179439
SRR8798075.39745 chr7 + 83179439
SRR8798075.54549 chr7 + 83179439
SRR8798075.31251 chr7 + 83641116
SRR8798075.21834 chr7 + 83642325
SRR8798075.37838 chr7 + 83642310
SRR8798075.57325 chr7 + 83642325
SRR8798075.24477 chr7 + 83757793
SRR8798075.47590 chr7 + 83757803
SRR8798075.53883 chr7 + 83757803
SRR8798075.11708 chr7 + 83757803
SRR8798075.24768 chr7 + 83757803
SRR8798075.30943 chr7 + 83757803
SRR8798075.41733 chr7 + 83757607
SRR8798075.47928 chr7 + 83757793
SRR8798075.4380 chr7 + 83757803
SRR8798075.9998 chr7 + 83757803
SRR8798075.6541 chr7 + 83757803
SRR8798075.53590 chr7 + 83757803
SRR8798075.49512 chr7 + 83757803
SRR8798075.51050 chr7 + 83757803
SRR8798075.39254 chr7 + 83757803
SRR8798075.12751 chr7 + 83757803
SRR8798075.30471 chr7 + 83757803
SRR8798075.9131 chr7 + 83757803
SRR8798075.37338 chr7 + 83757803
SRR8798075.1981 chr7 + 83899181
SRR8798075.14452 chr7 + 84369740
SRR8798075.4557 chr7 + 84370161
SRR8798075.11937 chr7 + 84370161
SRR8798075.16282 chr7 + 84369670
SRR8798075.36547 chr7 + 84370161
SRR8798075.37653 chr7 + 84370157
SRR8798075.15775 chr7 + 84370158
SRR8798075.18699 chr7 + 84370153
SRR8798075.23540 chr7 + 84370161
SRR8798075.56502 chr7 + 84370161
SRR8798075.9068 chr7 + 84370161
SRR8798075.52111 chr7 + 84370161
SRR8798075.10526 chr7 + 84370154
SRR8798075.5492 chr7 + 84370161
SRR8798075.18851 chr7 + 88491456
SRR8798075.31608 chr7 + 88491446
SRR8798075.32719 chr7 + 88491455
SRR8798075.32854 chr7 + 88491457
SRR8798075.41759 chr7 + 88491455
SRR8798075.45061 chr7 + 88491467
SRR8798075.47782 chr7 + 88491455
SRR8798075.47951 chr7 + 88491456
SRR8798075.48301 chr7 + 88491456
SRR8798075.49153 chr7 + 88491457
SRR8798075.49745 chr7 + 88491458
SRR8798075.36040 chr7 + 88491403
SRR8798075.25700 chr7 + 88491452
SRR8798075.4793 chr7 + 88491455
SRR8798075.63496 chr7 + 88491455
SRR8798075.61213 chr7 + 88491455
SRR8798075.28901 chr7 + 88493570
SRR8798075.23180 chr7 + 88494836
SRR8798075.29836 chr7 + 90089164
SRR8798075.43011 chr7 + 90089164
SRR8798075.46645 chr7 + 90089164
SRR8798075.53463 chr7 + 90089160
SRR8798075.15055 chr7 + 90209109
SRR8798075.50044 chr7 + 90209109
SRR8798075.23744 chr7 + 91901105
SRR8798075.59121 chr7 + 92395321
SRR8798075.3262 chr7 + 92582294
SRR8798075.13578 chr7 + 92582294
SRR8798075.30052 chr7 + 92582294
SRR8798075.42127 chr7 + 92582294
SRR8798075.44801 chr7 + 92582294
SRR8798075.62389 chr7 + 92582244
SRR8798075.3404 chr7 + 97305297
SRR8798075.30476 chr7 + 97308256
SRR8798075.1506 chr7 + 97463229
SRR8798075.41042 chr7 + 97541394
SRR8798075.23442 chr7 + 97718879
SRR8798075.35913 chr7 + 97718879
SRR8798075.11148 chr7 + 97718875
SRR8798075.49004 chr7 + 97718822
SRR8798075.49929 chr7 + 97855275
SRR8798075.20214 chr7 + 97911471
SRR8798075.51184 chr7 + 97912381
SRR8798075.55570 chr7 + 97911466
SRR8798075.15647 chr7 + 97912374
SRR8798075.40575 chr7 + 98717359
SRR8798075.40359 chr7 + 98718062
SRR8798075.36039 chr7 + 99214003
SRR8798075.43515 chr7 + 99460984
SRR8798075.12901 chr7 + 100139247
SRR8798075.40687 chr7 + 100274456
SRR8798075.71 chr7 + 100455491
SRR8798075.52970 chr7 + 100455491
SRR8798075.11712 chr7 + 100470152
SRR8798075.14107 chr7 + 100470152
SRR8798075.48395 chr7 + 100539795
SRR8798075.38982 chr7 + 100641268
SRR8798075.42149 chr7 + 100640192
SRR8798075.38805 chr7 + 100641266
SRR8798075.15947 chr7 + 100641266
SRR8798075.25259 chr7 + 100641266
SRR8798075.16530 chr7 + 100641268
SRR8798075.7718 chr7 + 100641266
SRR8798075.44562 chr7 + 100641266
SRR8798075.48735 chr7 + 100641266
SRR8798075.46647 chr7 + 100641265
SRR8798075.13359 chr7 + 100641268
SRR8798075.27607 chr7 + 100641268
SRR8798075.52413 chr7 + 100641270
SRR8798075.19028 chr7 + 100841646
SRR8798075.57247 chr7 + 100841646
SRR8798075.42239 chr7 + 100841662
SRR8798075.15588 chr7 + 101284302
SRR8798075.15801 chr7 + 101284400
SRR8798075.4568 chr7 + 101284266
SRR8798075.29388 chr7 + 101424035
SRR8798075.54524 chr7 + 101512819
SRR8798075.35333 chr7 + 101787814
SRR8798075.50185 chr7 + 101787814
SRR8798075.42077 chr7 + 101789904
SRR8798075.61789 chr7 + 101788768
SRR8798075.26036 chr7 + 101901849
SRR8798075.49423 chr7 + 101901849
SRR8798075.30060 chr7 + 102014959
SRR8798075.44878 chr7 + 102014954
SRR8798075.54424 chr7 + 102014954
SRR8798075.55188 chr7 + 102014959
SRR8798075.40435 chr7 + 102014959
SRR8798075.50908 chr7 + 102082627
SRR8798075.16133 chr7 + 102238562
SRR8798075.37251 chr7 + 102468919
SRR8798075.44155 chr7 + 102468926
SRR8798075.46909 chr7 + 102468912
SRR8798075.63078 chr7 + 104207957
SRR8798075.23453 chr7 + 104592999
SRR8798075.30328 chr7 + 104822375
SRR8798075.20437 chr7 + 104910366
SRR8798075.46081 chr7 + 104911289
SRR8798075.1405 chr7 + 104913775
SRR8798075.40913 chr7 + 104913764
SRR8798075.50983 chr7 + 104913773
SRR8798075.26146 chr7 + 104913768
SRR8798075.25379 chr7 + 104913773
SRR8798075.61479 chr7 + 104913775
SRR8798075.61175 chr7 + 105558374
SRR8798075.62024 chr7 + 105558373
SRR8798075.52010 chr7 + 105558387
SRR8798075.55514 chr7 + 105558387
SRR8798075.16769 chr7 + 105641347
SRR8798075.28867 chr7 + 105641348
SRR8798075.41386 chr7 + 105641350
SRR8798075.43029 chr7 + 105641352
SRR8798075.62464 chr7 + 105641341
SRR8798075.14063 chr7 + 105641329
SRR8798075.49712 chr7 + 105643633
SRR8798075.52070 chr7 + 105643633
SRR8798075.60916 chr7 + 107183244
SRR8798075.6090 chr7 + 107183247
SRR8798075.41521 chr7 + 107183252
SRR8798075.23496 chr7 + 107183249
SRR8798075.25369 chr7 + 107183252
SRR8798075.59855 chr7 + 107183252
SRR8798075.48870 chr7 + 107183252
SRR8798075.33300 chr7 + 107183252
SRR8798075.47451 chr7 + 107183252
SRR8798075.28278 chr7 + 107183252
SRR8798075.26631 chr7 + 107183252
SRR8798075.58871 chr7 + 107183239
SRR8798075.55933 chr7 + 107183252
SRR8798075.59490 chr7 + 107183252
SRR8798075.14301 chr7 + 107198103
SRR8798075.15441 chr7 + 107198100
SRR8798075.51235 chr7 + 107198089
SRR8798075.1413 chr7 + 107198103
SRR8798075.1738 chr7 + 107198103
SRR8798075.2251 chr7 + 107198101
SRR8798075.2289 chr7 + 107198098
SRR8798075.3905 chr7 + 107198091
SRR8798075.5904 chr7 + 107198091
SRR8798075.7086 chr7 + 107198098
SRR8798075.7396 chr7 + 107198103
SRR8798075.12358 chr7 + 107198103
SRR8798075.14383 chr7 + 107198103
SRR8798075.14401 chr7 + 107198093
SRR8798075.15738 chr7 + 107198098
SRR8798075.16988 chr7 + 107198101
SRR8798075.19488 chr7 + 107198103
SRR8798075.20978 chr7 + 107198101
SRR8798075.21398 chr7 + 107198103
SRR8798075.22480 chr7 + 107198101
SRR8798075.23897 chr7 + 107198103
SRR8798075.24879 chr7 + 107198103
SRR8798075.26150 chr7 + 107198101
SRR8798075.30178 chr7 + 107198103
SRR8798075.30603 chr7 + 107198103
SRR8798075.30778 chr7 + 107198098
SRR8798075.32722 chr7 + 107198091
SRR8798075.33900 chr7 + 107198098
SRR8798075.36063 chr7 + 107198101
SRR8798075.37211 chr7 + 107198103
SRR8798075.38030 chr7 + 107198103
SRR8798075.39311 chr7 + 107198093
SRR8798075.39338 chr7 + 107198101
SRR8798075.39668 chr7 + 107198097
SRR8798075.40121 chr7 + 107198103
SRR8798075.40630 chr7 + 107198103
SRR8798075.42763 chr7 + 107198098
SRR8798075.43764 chr7 + 107198098
SRR8798075.43797 chr7 + 107198098
SRR8798075.44301 chr7 + 107198092
SRR8798075.44592 chr7 + 107198101
SRR8798075.44888 chr7 + 107198103
SRR8798075.45347 chr7 + 107198103
SRR8798075.45788 chr7 + 107198098
SRR8798075.49719 chr7 + 107198101
SRR8798075.52484 chr7 + 107198103
SRR8798075.52737 chr7 + 107198097
SRR8798075.54150 chr7 + 107198101
SRR8798075.54635 chr7 + 107198101
SRR8798075.55150 chr7 + 107198115
SRR8798075.60382 chr7 + 107198103
SRR8798075.62324 chr7 + 107198103
SRR8798075.62578 chr7 + 107198098
SRR8798075.62583 chr7 + 107198103
SRR8798075.62829 chr7 + 107198103
SRR8798075.62879 chr7 + 107198103
SRR8798075.55194 chr7 + 107198103
SRR8798075.42878 chr7 + 107198098
SRR8798075.33176 chr7 + 107198098
SRR8798075.18893 chr7 + 107198103
SRR8798075.20859 chr7 + 107198098
SRR8798075.3989 chr7 + 107198103
SRR8798075.33604 chr7 + 107198098
SRR8798075.58985 chr7 + 107198100
SRR8798075.11811 chr7 + 107198098
SRR8798075.255 chr7 + 107198101
SRR8798075.7761 chr7 + 107744885
SRR8798075.716 chr7 + 107744885
SRR8798075.11111 chr7 + 107747982
SRR8798075.25409 chr7 + 107748181
SRR8798075.45870 chr7 + 107751773
SRR8798075.20430 chr7 + 107787258
SRR8798075.4345 chr7 + 107943188
SRR8798075.23766 chr7 + 108934808
SRR8798075.25429 chr7 + 108934808
SRR8798075.27831 chr7 + 108934808
SRR8798075.28166 chr7 + 109034460
SRR8798075.26824 chr7 + 109034327
SRR8798075.34113 chr7 + 109138978
SRR8798075.2585 chr7 + 109712186
SRR8798075.39058 chr7 + 110051527
SRR8798075.58519 chr7 + 110095391
SRR8798075.37463 chr7 + 110095391
SRR8798075.26115 chr7 + 110143280
SRR8798075.32300 chr7 + 110143295
SRR8798075.57038 chr7 + 110282503
SRR8798075.38205 chr7 + 110812395
SRR8798075.46623 chr7 + 110812394
SRR8798075.24274 chr7 + 111056377
SRR8798075.42058 chr7 + 111056202
SRR8798075.41903 chr7 + 112111386
SRR8798075.9209 chr7 + 113011329
SRR8798075.4558 chr7 + 113314043
SRR8798075.18536 chr7 + 113314126
SRR8798075.4643 chr7 + 113314126
SRR8798075.55450 chr7 + 113571510
SRR8798075.3255 chr7 + 113571510
SRR8798075.3217 chr7 + 113571510
SRR8798075.38361 chr7 + 114179764
SRR8798075.4357 chr7 + 114983952
SRR8798075.14005 chr7 + 114983960
SRR8798075.14308 chr7 + 114983960
SRR8798075.22322 chr7 + 114983968
SRR8798075.24997 chr7 + 114983827
SRR8798075.29061 chr7 + 114983639
SRR8798075.28509 chr7 + 114983968
SRR8798075.16746 chr7 + 114983960
SRR8798075.23312 chr7 + 114983960
SRR8798075.59237 chr7 + 114983952
SRR8798075.12224 chr7 + 114983968
SRR8798075.13580 chr7 + 114983964
SRR8798075.29814 chr7 + 114983959
SRR8798075.51246 chr7 + 115165025
SRR8798075.53857 chr7 + 115165619
SRR8798075.51065 chr7 + 116732315
SRR8798075.30634 chr7 + 117300499
SRR8798075.6397 chr7 + 118675078
SRR8798075.57916 chr7 + 118675078
SRR8798075.25003 chr7 + 118723038
SRR8798075.26059 chr7 + 118737024
SRR8798075.11446 chr7 + 118762078
SRR8798075.13595 chr7 + 118841478
SRR8798075.35293 chr7 + 118841487
SRR8798075.44179 chr7 + 118841491
SRR8798075.46954 chr7 + 118841481
SRR8798075.47194 chr7 + 118841491
SRR8798075.52616 chr7 + 118841487
SRR8798075.53567 chr7 + 118841487
SRR8798075.58290 chr7 + 118841487
SRR8798075.60322 chr7 + 118903530
SRR8798075.47515 chr7 + 119742244
SRR8798075.41312 chr7 + 119741697
SRR8798075.55434 chr7 + 119742244
SRR8798075.15864 chr7 + 119742244
SRR8798075.35642 chr7 + 120185099
SRR8798075.29363 chr7 + 120624575
SRR8798075.5976 chr7 + 120659478
SRR8798075.7618 chr7 + 120659274
SRR8798075.36028 chr7 + 120659274
SRR8798075.50382 chr7 + 120659334
SRR8798075.40105 chr7 + 120659274
SRR8798075.61499 chr7 + 120659274
SRR8798075.42826 chr7 + 120734264
SRR8798075.55051 chr7 + 120805541
SRR8798075.44720 chr7 + 120896140
SRR8798075.46017 chr7 + 120896140
SRR8798075.409 chr7 + 120904001
SRR8798075.2800 chr7 + 120903999
SRR8798075.4996 chr7 + 120903992
SRR8798075.7285 chr7 + 120903498
SRR8798075.7737 chr7 + 120903999
SRR8798075.10949 chr7 + 120903498
SRR8798075.14164 chr7 + 120903998
SRR8798075.31441 chr7 + 120903501
SRR8798075.37430 chr7 + 120903997
SRR8798075.38546 chr7 + 120904001
SRR8798075.40100 chr7 + 120903501
SRR8798075.40459 chr7 + 120903999
SRR8798075.43532 chr7 + 120903999
SRR8798075.48738 chr7 + 120904001
SRR8798075.51097 chr7 + 120903998
SRR8798075.54614 chr7 + 120904001
SRR8798075.54938 chr7 + 120904016
SRR8798075.59162 chr7 + 120903992
SRR8798075.59724 chr7 + 120903999
SRR8798075.34788 chr7 + 120903998
SRR8798075.28504 chr7 + 120903999
SRR8798075.53604 chr7 + 120903993
SRR8798075.17294 chr7 + 120903995
SRR8798075.50294 chr7 + 120903998
SRR8798075.45906 chr7 + 120903999
SRR8798075.17172 chr7 + 120903999
SRR8798075.11798 chr7 + 120903999
SRR8798075.36975 chr7 + 120940825
SRR8798075.56009 chr7 + 120940825
SRR8798075.46541 chr7 + 120947435
SRR8798075.62162 chr7 + 120991910
SRR8798075.8361 chr7 + 121014782
SRR8798075.2675 chr7 + 121076828
SRR8798075.61416 chr7 + 121076826
SRR8798075.61992 chr7 + 121076835
SRR8798075.15225 chr7 + 121076835
SRR8798075.45807 chr7 + 121076828
SRR8798075.22762 chr7 + 121119439
SRR8798075.24256 chr7 + 122082194
SRR8798075.40114 chr7 + 122082195
SRR8798075.57729 chr7 + 122082194
SRR8798075.62867 chr7 + 122082194
SRR8798075.38287 chr7 + 122082194
SRR8798075.6284 chr7 + 122082194
SRR8798075.33492 chr7 + 122148978
SRR8798075.9856 chr7 + 122149042
SRR8798075.33496 chr7 + 122149044
SRR8798075.23678 chr7 + 122169877
SRR8798075.28615 chr7 + 122169879
SRR8798075.61754 chr7 + 122169875
SRR8798075.27892 chr7 + 122169877
SRR8798075.53376 chr7 + 122169874
